Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-1_run-1287_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-2_run-1288_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-3_run-1289_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-4_run-1290_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-5_run-1291_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-6_run-1292_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-7_run-1293_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-8_run-1294_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-1_run-1295_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-2_run-1296_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-3_run-1297_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-4_run-1298_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-5_run-1299_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-6_run-1300_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-7_run-1301_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-8_run-1302_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-7-C-39-ctrl_run-1687_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-8-C-39-IR_run-1688_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-9-C-35-CTRL_run-1689_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-10-C-35-IR_run-1690_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-11-C-69-CTRL_run-1691_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-12-C-39-IR_run-1692_60 SPD_3-25-2024.d
O95067	O95067	CCNB2_HUMAN	CCNB2	G2/mitotic-specific cyclin-B2							5199.31	4723.81								6007.25			3219.28	2971.26		
O95070	O95070	YIF1A_HUMAN	YIF1A	Protein YIF1A							2360.64	1713.9								3467.73			3385.95	4263.36		
O95071;O95071-2	O95071;O95071-2	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	5638.04	4987.78	4173.85	5088.42	5629.86	5749.99	6718.96	7997.87	5369.42	5264.45	5681.78	5517.72	5237.15	5880.8	5909.46	7249.27	5135.99	5801.3	8636.28	7967.52	5101.48	6125.88
O95104;O95104-3	O95104;O95104-3	SCAF4_HUMAN	SCAF4	SR-related and CTD-associated factor 4	2015.28		2683.1		2262.59	3216.04	4915.58	5696.86	2461.07	3435.16	2788.78	2908.33	2507.71	2439.4	8522.63	7022.75	1535.94	2808.29	4597.89	3852.84		1563.43
O95136	O95136	S1PR2_HUMAN	S1PR2	Sphingosine 1-phosphate receptor 2	524.679		434.595		463.466							501.526					482.44	1062.1			513.639	662.204
O95140	O95140	MFN2_HUMAN	MFN2	Mitofusin-2			1785.1	1786.4	1730.66	1590.46	4798.52	4843.25	3119.13	1195.43	1095.67	1917.53		1354.44	6632.01	5217.79	2884.82	1408.55	4963.77	6141.38	1909.48	1629.73
O95149	O95149	SPN1_HUMAN	SNUPN	Snurportin-1	1408.1	988.264	1191.24	1351.21	1001.4	1832.98		1921.41	1950.74	936.456	1079.44	1003.48		1725.67	2978.51	1378.09	2150.36		1730.75	1308.66	659.218	1008.21
O95155;O95155-2;O95155-4	O95155;O95155-2;O95155-3;O95155-4	UBE4B_HUMAN	UBE4B	Ubiquitin conjugation factor E4 B	3811.25	3780.99	3569.23	3613.34	3531.66	4756.12	5341.54	4344.03	3288.33	3645.62	3572.42	3081.11	2813.38	3244.68	3378.29	5009.75	4000.59	3952.63	2501.5	4189.34	3742.14	2540.06
O95159	O95159	ZFPL1_HUMAN	ZFPL1	Zinc finger protein-like 1	4898.66	5243.18	4638.08	6854.36	5029.43	6579.55	5544.22	4496.57	5501.63	5631.66	5128.86	5788.09	5037.64	5200.67	4051.59	4238.54	6164.22	4705.39	10185.4	9267.19	5725.6	7335.53
O95163	O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	3180.06	2344.59	1912.58	1339.61	3581.83	3912.71	1623.11	2489.42	3472.94	2895.98	3283.31	2773.52	3247.88	2608.19	3273.92	3038.26	2092.94	1728.19	1578.41	2137.29	2821.46	2350.49
O95167	O95167	NDUA3_HUMAN	NDUFA3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	4992.05	8774.68	5472.09	4907.18	3749.74	5931.76		3017.12	6693.68	5413.36	5510.05	4826.25	5961.15	5859.88	4110.58	3609.09			3209.8		3566.96	2547.64
O95168;O95168-2	O95168;O95168-2	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4							24595.2	17905.6							12611.2	13595			15236.2	21707		
O95169;O95169-3	O95169;O95169-2;O95169-3	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	10880.3	16474.2	11524.6	16157.5	5153.86	10091.5	6831.25	4761.2	13571.5	12282.8	11393.2	9539.59		9330.07	9153.69	3668.98			6199.51	8205.29	11952.5	10489.5
O95196-2;O95196-3	O95196-2;O95196-3	CSPG5_HUMAN	CSPG5	Isoform 2 of Chondroitin sulfate proteoglycan 5							215.711	367.081							1398.09	791.533						
O95197-3	O95197;O95197-3;O95197-2;O95197-4;O95197-7	RTN3_HUMAN	RTN3	Isoform 3 of Reticulon-3	21142.5	22432	19108.1	23785.5	17665.7	19166.7	14816.9	6017.57	16392.9	20127.7	20166.3	17550.6	14818.9	13765.3	4818.75	6609.38	10624.6	18343.7	7294.77	8460.62	17253.9	18251.4
O95202	O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	3649.31	6109.8	3611.8	4379	3197.12	4419.65	2683.27	3656.99	4191.26	3246.03	3986.95	3734.65	3760.65	4433.15		2732.31	3734.58	3898.19	3895	4203.75	4680.54	4739.68
O95208;O95208-2;O95208-3	O95208;O95208-2;O95208-3;O95208-5	EPN2_HUMAN	EPN2	Epsin-2	3345.41	5524.49	4148.04		4130.61	4527.33	10614.1	12529.1	4774.54	5280.07	4595.73	3906.93	4388.04	3077.45	8687.92	11528.1	3264.82	4180.67	3331.32	3775.61	3512.94	4515.53
O95214;O95214-2	O95214;O95214-2	LERL1_HUMAN	LEPROTL1	Leptin receptor overlapping transcript-like 1							1198.43	908.28							769.211	1444.61			1520.36	1618.96		
O95218;O95218-2	O95218;O95218-2	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	4638.94		6104.71		4711.59	2382.71	6218.12	5939.36	4692.83	4746.96	5689.81	3526.75	5237.48	4174.29	4418.87	5660.93	4361.71	7218.07	7594.18	6708.85	4904.18	6456.71
O95219	O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	10282.3	8940.22	7564.29	10880.7	10002.6	12807.2	6641.42	7649.35	9002.46	9186.7	6712.91	7398.67	6509.54	9990.99	8168.03	7298.91	19855.1	12951.9	14578.3	11080.5	18373.1	11480.9
O95232	O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	21093.6	26044.9	21479.7	22957.8	24990.8	26656.1	20634.4	20798.3	24841.1	21898	22501.9	19844.3	29852.6	20740.8	22184.4	24247	30174.7	31745.6	36580.7	38178.5	29111.3	27220
O95235;O95235-2	O95235;O95235-2	KI20A_HUMAN	KIF20A	Kinesin-like protein KIF20A					1254.2		8863.82	5200.03					1644.45	2333.06	4999.62	3477.29			2365.97	5043.96		
O95239;O95239-2	O95239;O95239-2	KIF4A_HUMAN	KIF4A	Chromosome-associated kinesin KIF4A							5090.1	6144.01					1505.82	1291.25	4131.47	5196.75			827.292	4149.56		1253.37
O95248;O95248-4;O95248-5	O95248;O95248-4;O95248-5	MTMR5_HUMAN	SBF1	Myotubularin-related protein 5	8171.98	8506.37	9777.54	7532.5	10249.1	7157.97	23255.3	26498.5	8196.89	7730.15	9392.13	8804.41	9026.95	9778.43	29325.3	25522.6	11894.1	10328.9	27038.5	35483.1	9981.31	12919.5
O95249	O95249;O95249-2	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	2709.91	3504.62	2096.78	2446.53	3835.02	1814.83	5061.91	2677.34	3370.69	3399.27	5054.6	2669.84	2998.46	2811.01		2212.23	1901.29	1768.05	1437.23	1772.55	2620.7	3382.34
O95251;O95251-2;O95251-4	O95251;O95251-2;O95251-4	KAT7_HUMAN	KAT7	Histone acetyltransferase KAT7																1288.6			1300.3	2072.35		
O95292	O95292;O95292-2	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C		2327.7	2076.25		578.557		1390.04	1671.62	2205.83	2343.2	1895.71		1772.91		1547.63	1730.82			1222.45	1006.91		
O95294;O95294-2;O95294-3;O95294-4	O95294;O95294-2;O95294-3;O95294-4	RASL1_HUMAN	RASAL1	RasGAP-activating-like protein 1	17313.5	17740.3	13111.6	15518.5	18993.3	24116			16910.9	18878.6	10401.4	16348.4	16624.1	20822.9			24120.9	18758.5			26467.8	14931.9
O95295	O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	8441.42	7471.35	9940.03	8304.79	10172.7	8986.67	6100.17	4288.73	9667.43	9014.01	10503.4	9989.28	10436.5	9479.59	5832.79	8165.59	10467	5311.11	7311.89	6030.06	11644.5	8413.66
O95297-3	O95297;O95297-2;O95297-3;O95297-4	MPZL1_HUMAN	MPZL1	Isoform 3 of Myelin protein zero-like protein 1							6436.49	3512.88		4952.25						2768.25			3810.62	4572.44		
O95299;O95299-2	O95299;O95299-2	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	6418.24	9259.47	6711.2	6048.59	5521.74	4611.97			7247.99	5981.77	6106.68	5909.71	3894.32	4556.97			4057.89				4894.84	4949.22
O95302;O95302-3	O95302;O95302-3	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	13798.8	14727.2	13910	13125.7	26874.9	22298.5	85627.7	36188.1	17030.7	12397.1	15035	9537.96	18396.3	19719.2	79347.8	54174.8	10195.8	14771.9	73212.6	62545.5	11766.9	21577.3
O95319;O95319-2;O95319-3;O95319-4;O95319-5	O95319;O95319-2;O95319-3;O95319-4;O95319-5	CELF2_HUMAN	CELF2	CUGBP Elav-like family member 2	4070.89	4387.54	4650.01	2161.41	6119.02	4612.98	5934.94	3626.07	5891.44	4733.15	6752.17	3424.88	12223.2	10428.1	9244.42	4619.42	1438.57	3353.61	1416.69	3601.54	4763.21	8279.4
O95336	O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	104060	79708.2	108005	91159.4	86299.5	105536	58500.6	72500	104039	97479.5	101362	94185	107623	95690.3	64998.1	80919	54940.6	45553.6	55534	54477.5	87247.7	74009.2
O95347	O95347;O95347-2	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	2567.15	4523.09	4687.2	3049.42	7997.57	5809.74	16138.4	22669.8	3945.96	4245.68	5734.66	4422.14	5790.26	8442.67	8002.09	18174.9	4298.82	4892.56	8282.7	14957.6	4189.12	4823.2
O95352	O95352;O95352-2;O95352-3	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	9337.63	9886.52	6750.66	5927.38	11147.3	10397.9	2278.05	5003.4	8452.42	7960.12	7850.08	8141.13	7827	7947.58	3796.28	4559.87	9114.89	7960.06	3420.54	4092	7906.79	9112.03
O95363	O95363	SYFM_HUMAN	FARS2	Phenylalanine--tRNA ligase, mitochondrial							3107.2	2575.06							4531.09	2955.85			3400.49	2659.37		
O95372	O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	1086.48	1140.9	689.458	538.122	315.251	981.292		640.811	645.926	1153.07	470.27	673.268	553.506	740.947	3300.2	465.947			1528.16	981.066	665.544	796.017
O95373	O95373	IPO7_HUMAN	IPO7	Importin-7	15103.4	15034.9	12279.3	12934.3	14179.9	15073.4	23660.9	33084.7	15219	14213.8	14872.1	16705.2	14441	14433.1	24165.7	31622.8	12502.2	13347.9	29197.9	24426.7	11696.4	13010.6
O95376	O95376	ARI2_HUMAN	ARIH2	E3 ubiquitin-protein ligase ARIH2	2790.8	3188.89	2271.36	3690.22	2829.23	3053.47	5934.37	2796.07	2687.78	2037.41	2210.39	3544.98	9027.88	2481.21	4889.38	3978.37	3707.59	3265.59	3487.86	4843.12	4136.48	2798.5
O95379	O95379;O95379-2;O95379-3;O95379-4	TFIP8_HUMAN	TNFAIP8	Tumor necrosis factor alpha-induced protein 8	3665.97	5610.87	4518.13	6302.33	3026.88	3555.59		242.517	3267.56	4842.09	3526.11	3296.4	4006.51	3310.09			3086.68	3461.93	532.759	586.425	3821.9	3796.06
O95394;O95394-3;O95394-4	O95394;O95394-3;O95394-4	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	6635.77	6699.47	8710.39	7413.36	9297.31	8589.21	5533.92	8050.79	5969.66	5370.57	8355.67	7429.52	5400.06	5116.94	4781.09	7974.41	8733.64	10142.8	7362.77	6736.3	6476.6	8282.24
O95396	O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3			3911.14		3982.46		7510.15	4009.7	3926.33						4281.32	5663.78			1984.67	5576.07	2683.83	4242.45
O95400	O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	6816.12	5221	5615.54		5172.72		15919.5	15484.5	4859.3		7174.86	5374.85	6731.43	6061.36	14633.3	14356.9	5003.56	6332.23	17002.6	17872.2	4452.2	8415.43
O95425;O95425-2;O95425-3;O95425-4	O95425;O95425-2;O95425-3;O95425-4	SVIL_HUMAN	SVIL	Supervillin	2172.52		2238.72	1892.09	1730.74	3025.44			1315.13	1518.16	2544.22	1376.37	2434.19	2015.54			2313.37	3307.18			2231.41	3564.43
O95427	O95427	PIGN_HUMAN	PIGN	GPI ethanolamine phosphate transferase 1	8113.87	6638.99	7530.39	7154.19	7191.46	8982.74		1131.2	7993.99	6459.25	8041.27	7659.64	8794.4	8402.84		1482.39	5592.39	6462.08			7330.73	6426.07
O95428-2	O95428;O95428-2;O95428-5;O95428-6	PPN_HUMAN	PAPLN	Isoform 2 of Papilin	13975.3	11950.4	9322.08	14504.6	4642.28	12446.6			3898.67	8871.38	6410.35	4553.15	6196.23	3492.23			2548.5	6052.01	663.089		6412.82	5776.3
O95433	O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	22887	21680.9	22815.9	19550.9	26957.8	17616	18597.2	14058.6	25489.6	24073.1	24872	23836	25003.8	25075.8	14728.5	11691.1	14907.4	15193.7	14351.1	9896.8	17287.2	19167.5
O95453;O95453-2;O95453-3;O95453-4	O95453;O95453-2;O95453-3;O95453-4	PARN_HUMAN	PARN	Poly(A)-specific ribonuclease PARN	3071.39	2834.84	2853.45	3071.31	2805.55	3444.12	3145.74	2489.63	2927.4	3153.39	3363.47	2512.86	3448.36	2834.09	2377.82	2383.19	2447.47	2428.44	2134.29	2473.88	2835.16	4327.39
O95456;O95456-2	O95456;O95456-2	PSMG1_HUMAN	PSMG1	Proteasome assembly chaperone 1	6297.13	5277.37	6505.23	3672.18	7233.57	4368.55	2865.77	2848.97	5969.31	6054.47	6992.13	5677.18	5753.36	6126.9	5088.41	1613.3	6469.39	7145.21	1756.94	2649.68	5653.32	6306.21
O95470	O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1							3213.7	2508.01								2656.28			2181.34	2492.67		
O95476	O95476	CNEP1_HUMAN	CTDNEP1	CTD nuclear envelope phosphatase 1					983.833		6423.3	7661.62							6151.55	7687.96			5098.9	6022.78		
O95477	O95477	ABCA1_HUMAN	ABCA1	Phospholipid-transporting ATPase ABCA1																			678.616	1239.43		
O95479;O95479-2	O95479;O95479-2	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	8025.1	12799.3	6054.87	6727.07	3681.18	4619.91	5292.91	5152.57	7192.55	8000.37	5434.06	5525.31	1862.78	5187.7	3623.91	5782.21	5872.84	3704.39	8986.59	7538.28	8505.32	8289.51
O95486	O95486;O95486-2	SC24A_HUMAN	SEC24A	Protein transport protein Sec24A	6731.27	7496	8961.71	8532.39	8204.03	7359.61	7771.21	5261.55	6744.25	7196.85	8441.02	6839.8	7193.98	7028.75	4496.08	6473.98	7396.49	7718.37	4378.61	5357.16	6550.64	8603.45
O95487;O95487-2;O95487-3	O95487;O95487-2;O95487-3	SC24B_HUMAN	SEC24B	Protein transport protein Sec24B	9598.33	9901.19	13040.8	12208.5	12766.4	10276.5	11741.2	13420.5	9714.63	10854.9	11927.3	11374.9	9927.81	11815.4	10815.8	14239.2	11199.4	11388.6	16323.6	13609.1	10925.9	11285.7
O95490;O95490-2;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	AGRL2_HUMAN	ADGRL2	Adhesion G protein-coupled receptor L2	3717.98	4938.31	3131.62	3496.79	3525.73	4469.09	2954.04	2187.7	2766.43	3368.27	4001.81	3228.22	4460.29	3003.37		2994.59	3859.92	4880.35	6827.9	10301.1	3057.11	4052.91
O95528	O95528	GTR10_HUMAN	SLC2A10	Solute carrier family 2, facilitated glucose transporter member 10							1483.06	617.953								781.789			913.58	1652.64		
O95544;O95544-2	O95544;O95544-2	NADK_HUMAN	NADK	NAD kinase			5351.03	9021.92	7903.81				11696.9	17716.4	14408.8	8203.04	10070.4	4205.23		2289.51	12812.4	7935.95		9594.18	8936.8	18104.2
O95562	O95562	SFT2B_HUMAN	SFT2D2	Vesicle transport protein SFT2B	1307.79	1580.61	1129.55	1818.33	1444.89	1470.3		323.279	1255.87	1139.64		1344.55		1139.6			1797.71	1040.85		829.2	1507.29	875.729
O95563	O95563	MPC2_HUMAN	MPC2	Mitochondrial pyruvate carrier 2	4803.87	7212.24	5552.24	6211.98	4554.96	4377.16	2374.14	2083.26	5917.85	5187.01	5038.3	6222.55	3443.3	4039.19	1301.71	1466.9	4061.62	3578.33	1168.61	1183.83	5018.76	4063.61
O95571	O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	24309.9	43617.9	20524.7	31917.4	19847.1	33887.2	18075.1	13175.6	20339.6	28331.2	16548.4	22833	29713.6	29268.5	16414.8	15527.7	22480.6	15818.1	20805.1	16448.6	30202.7	18114.7
O95573	O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	33790.8	33879.5	43289.3	26535.9	53349.7	37724.4	26333.2	49097.7	42702.2	30837.4	51517.5	32847.1	60453.7	51579	27327.3	50785.7	26756.4	52790.7	42570	38296.1	39601.8	60516.2
O95602	O95602	RPA1_HUMAN	POLR1A	DNA-directed RNA polymerase I subunit RPA1			3029.8		1819.76		4390.02	6622.47							5112.56	5002.95		2016.52	4671.56	7006.76		2121.05
O95619	O95619	YETS4_HUMAN	YEATS4	YEATS domain-containing protein 4			985.129	2037.13	1468.06	1746.06	2302	3832.64			1555.82	1509.12	1665.58			2456.93	988.554	1740.07	1756.91	1592.35		1220.07
O95628;O95628-10;O95628-2;O95628-3;O95628-4;O95628-5;O95628-6;O95628-7;O95628-8;O95628-9	O95628;O95628-10;O95628-2;O95628-3;O95628-4;O95628-5;O95628-6;O95628-7;O95628-8;O95628-9	CNOT4_HUMAN	CNOT4	CCR4-NOT transcription complex subunit 4	1155.84		595.017		836.455		918.097	1158.35			682.253		1006.41		1694.86	1466.75		499.917	986.358			897.361
O95630;O95630-2	O95630;O95630-2	STABP_HUMAN	STAMBP	STAM-binding protein	4619.7	3441.36	4378.02	3861.55	4993.46	4891.22		4320.25				3881.53		3544.98		5959.79	3379.74		10261.2	9163.19	3229.2	
O95631	O95631	NET1_HUMAN	NTN1	Netrin-1	1022.62	1133.67	1978.78	1906.74	565.415	2387.83	3095.18	1246.11	979.47	798.867	728.166	978.401	1048.75	1122.53		293.554	828.458	489.293	418.421	994.928	1152.38	1067.85
O95671;O95671-2;O95671-3	O95671;O95671-2;O95671-3	ASML_HUMAN	ASMTL	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein							1773.1	2245.99								2090.25			3468.9	3109.29		
O95674	O95674	CDS2_HUMAN	CDS2	Phosphatidate cytidylyltransferase 2					1485.19																	
O95678	O95678	K2C75_HUMAN	KRT75	Keratin, type II cytoskeletal 75	9742.36	13199.9	9844.23	10527.3	6870.36	9165.73			3932.01	4296.49	5028.86	5268.52		5328.45			1708.12	3178.77			3596.65	8552.5
O95696;O95696-2	O95696;O95696-2	BRD1_HUMAN	BRD1	Bromodomain-containing protein 1	676.441	693.71	398.263				3903.86	1767.54	886.138		951.952			956.94	985.47	2100.92	833.707	1251.69	2147.04	3712	433.234	1491.91
O95707	O95707	RPP29_HUMAN	POP4	Ribonuclease P protein subunit p29							974.149	1774.99											2032.82	2077.16		
O95714	O95714;Q9BVR0	HERC2_HUMAN	HERC2	E3 ubiquitin-protein ligase HERC2	897.144		1163.63		2304.41	879.299	2133.09	1847.36		1487.43	1172.54	1386.82	1193.98	1444.42		2286.9	1808.13	1775.01	1968.03	2659.72		2245.16
O95716	O95716;P20337;Q96E17	RAB3D_HUMAN	RAB3D	Ras-related protein Rab-3D	22144.3	23392.9	17195.5	22319.5	21315.2	23931.5	21094.9	6690.5	22792.5	24013.4	21037	22050.9	19827.3	22728.8	19177.3	7636.07	21023.5	13850.6	6542.36		21987.6	15204
O95718;O95718-1;O95718-2;P11474;P11474-2	O95718;P11474;O95718-1;O95718-2;P11474-2	ERR1_HUMAN;ERR2_HUMAN	ESRRA;ESRRB	Steroid hormone receptor ERR2	1448.94	1280.21	1699.16	881.252	1086.41	1387.34		1007.36	1249.57	773.902	938.84	1515.37	1076.37	1722		611.489	1872.02	1635.44	1640	858.734	1374.36	1667.4
O95721	O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29							7235.56	3295.28							8403.16	5085.58			3825.29	5509.68		
O95747	O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	9886.79	9232.16	9876.05	9711.63	11342.1	8676.1	10364.2	12167.4	12001.6	10863.1	11949.5	10492	12172.8	12094.1	10058.4	12710	10184.9	12306.5	16498.3	13880.8	10265.1	9297.36
O95757	O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	9842.11	7676.05	9290.79	9130.46	8658.97	8427.42	19148.5	19985.2	10932.9	10499.2	9680.74	9783.4	13645.2	9771.33	18211.7	18357.6	6514.29	9215.1	11638.9	9414.64	7070.7	9085.6
O95758;O95758-1;O95758-2;O95758-4;O95758-5;O95758-6;O95758-7	O95758;O95758-1;O95758-2;O95758-4;O95758-5;O95758-6;O95758-7	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3	2338.06	1750.96	1861.54	1558.46	887.334	1932.52		872.826	1583.17	1860.8	1890.52	1232.75	2408.22	1639.8		501.441	3510.64	1532.27		823.469	1628.54	2741.59
O95759	O95759	TBCD8_HUMAN	TBC1D8	TBC1 domain family member 8	3470.27	3663.5	2830.51	3499.41	2722.83	2356.49			3657.55	3529.24	2427.47	3768.15		2652.66			5244.95	3683.84			4591.19	3496.55
O95772-2	O95772-2	STR3N_HUMAN	STARD3NL	Isoform 2 of STARD3 N-terminal-like protein							22049.7	11727.8							17261.5	11599			11775.8	26879.5		
O95777	O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	19421.9	20122.9	10771.7	18653.9	11810.3	16854.5	23481.4	5726.64	17806.9	21637.4	10507.2	12635.1	17303.5	9289.31	26695.2	11410.6	6185.27	7353.98	9166.39	7454.37	9273.43	6500.67
O95782;O95782-2	O95782;O95782-2	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	45495.8	43155.9	43601.8	43740.9	41172	49296.2	51250.3	54774.9	37242.3	37749.5	45419.4	38594.3	43446.9	40747.1	47507.7	54137.1	43678.5	47353.4	53328.1	57221.3	40759.6	42654.8
O95785-3	O95785-3	WIZ_HUMAN	WIZ	Isoform 3 of Protein Wiz	2919.78	3309.84	2765.11	2814.54	2890.99	3550.35	3988.07	4322.51	1506.49	2701.95	2692.81	1964.09	2532.27	2394.51		5376.94	2989.54	2946.91	4545.53	6178.64	2768.44	3815.71
O95793;O95793-2	O95793;O95793-2;O95793-3	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	4597.15	4803.68	6473.5	5243.4	7147.89	4886.82	7469.21	12579.9	4901.57	6959.05	6661.22	5729.35	4309.05	5200.64	11461.9	16017.4	4395.87	4256.24	13359.3	13308.1	5137.81	6742.92
O95816	O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	13079.5	14923.8	12422.9	16947	10398.9	19010.9	10453	6538.37	10880.7	17410	15140.4	14008.6	17760.2	13413.9	12076.7	9742.07	16612.9	27797.7	15840.1	18655.6	16862.3	17684.4
O95817	O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3			1461.4		1675.43		5224.35	1635.34	1704.97	1992.87		2460.18	2584.77	1806.29	6716.13	4791.6	1936.74	1331.35	3229.59	1996.46	1639.96	
O95819-2;O95819-6	O95819;Q8N4C8;Q9UKE5;O95819-2;O95819-3;O95819-4;O95819-5;O95819-6;Q8N4C8-2;Q8N4C8-3;Q8N4C8-4;Q8N4C8-5;Q9UKE5-2;Q9UKE5-3;Q9UKE5-4;Q9UKE5-5;Q9UKE5-6;Q9UKE5-7;Q9UKE5-8	M4K4_HUMAN	MAP4K4	Isoform 2 of Mitogen-activated protein kinase kinase kinase kinase 4	3872.76	4347.5	3115.47	2903.65	2587.72	2122.22	4679.68	8757.75	2930.74	3023.24	3649.49	2785.62	2489.34	2277.51	5524.8	6897.03	3512.08	3731.43	6357.04	7427.8	2487.96	3616.43
O95819;O95819-3	O95819;O95819-3	M4K4_HUMAN	MAP4K4	Mitogen-activated protein kinase kinase kinase kinase 4	867.248	1631.57	2333.76		1439.9		4006.77	3090.27	2236.8			1489.85	1768.32		2269.6	3388.58		1151.17	660.232	2129.83	1694.17	1784.56
